tipo,indice,valor
CPU,29,1.21665
CPU,21,3.63333
IO,18,3661.93
IO,6,3969.38
IO,0,4064.13
IO,42,4349.18
IO,48,4427.33
IO,36,4564.4
IO,4,4585.52
IO,30,4647.85
IO,16,4681
IO,38,4688.15
IO,22,4858.12
IO,34,4866.88
IO,14,4963.33
IO,46,4964.53
IO,44,5009.32
IO,12,5022.15
IO,32,5051.7
IO,26,5074.92
IO,28,5076.1
IO,24,5068.52
IO,20,5079.52
IO,2,5128.57
IO,40,5165.37
IO,8,5254.75
CPU,49,0.616675
CPU,41,3.05
CPU,7,7.26665
CPU,13,4.85
IO,10,5299.68
CPU,39,3.05
CPU,25,1.81665
CPU,17,0.6
CPU,1,0.61665
CPU,45,3.05
CPU,15,7.86665
CPU,23,5.45
CPU,37,0.6
CPU,5,2.41665
CPU,31,6.05
CPU,3,0.6
CPU,47,0.6
CPU,19,3.01665
CPU,11,4.23332
CPU,33,0.6
CPU,9,8.46665
CPU,35,3.05
CPU,43,3.05
CPU,27,6.65
