tipo,indice,valor
CPU,1,0.616675
CPU,3,0.61665
CPU,5,0.616675
CPU,7,0.61665
CPU,9,0.616675
CPU,11,0.61665
CPU,13,0.63335
CPU,15,0.61665
CPU,17,0.616675
CPU,19,0.616675
CPU,21,0.633325
CPU,23,0.616675
CPU,25,0.616675
CPU,27,0.633325
CPU,29,0.616675
CPU,31,0.61665
CPU,33,0.616675
CPU,35,0.633325
CPU,37,0.61665
CPU,39,0.616675
CPU,41,0.616675
CPU,43,0.61665
CPU,45,0.616675
CPU,47,0.633325
CPU,49,0.633325
CPU,51,0.63335
CPU,53,0.616675
CPU,55,0.61665
CPU,57,0.616675
CPU,59,0.63335
CPU,61,0.633325
CPU,63,0.61665
CPU,65,0.633325
CPU,67,0.63335
CPU,69,0.63335
CPU,71,0.633325
CPU,73,0.633325
CPU,75,0.65
CPU,77,0.65
CPU,79,0.633325
CPU,81,0.65
CPU,83,0.65
CPU,85,0.65
CPU,87,0.65
CPU,89,0.65
CPU,91,0.633325
CPU,93,0.65
CPU,95,0.633325
CPU,97,0.633325
CPU,99,0.65
CPU,101,0.63335
CPU,103,0.63335
CPU,105,0.65
CPU,107,0.65
CPU,109,0.65
CPU,111,0.61665
CPU,113,0.61665
CPU,115,0.65
CPU,117,0.63335
CPU,119,0.666675
CPU,121,0.65
CPU,123,0.633325
CPU,125,0.65
CPU,127,0.633325
CPU,129,0.66665
CPU,131,0.65
CPU,133,0.666675
CPU,135,0.66665
CPU,137,0.65
CPU,139,0.633325
CPU,141,0.666675
CPU,143,0.65
CPU,145,0.66665
CPU,147,0.65
CPU,149,0.65
CPU,151,0.666675
CPU,153,0.66665
CPU,155,0.65
CPU,157,0.66665
CPU,159,0.666675
CPU,161,0.633325
CPU,163,0.66665
CPU,165,0.666675
CPU,167,0.66665
CPU,169,0.65
CPU,171,0.666675
CPU,173,0.65
CPU,175,0.66665
CPU,177,0.666675
CPU,179,0.65
CPU,181,0.65
CPU,183,0.66665
CPU,185,0.65
CPU,187,0.683325
CPU,189,0.68335
CPU,191,0.666675
CPU,193,0.666675
CPU,195,0.68335
CPU,197,0.65
CPU,199,0.683325
IO,0,2050.62
IO,2,2050.67
IO,4,2050.75
IO,6,2050.8
IO,8,2050.8
IO,10,2050.8
IO,12,2050.82
IO,14,2050.8
IO,16,2050.9
IO,18,2050.85
IO,20,2050.82
IO,22,2050.82
IO,24,2050.87
IO,26,2050.83
IO,28,2050.85
IO,30,2050.82
IO,32,2050.85
IO,34,2050.87
IO,36,2050.85
IO,38,2050.8
IO,40,2050.8
IO,42,2050.77
IO,44,2050.75
IO,46,2050.72
IO,48,2050.72
IO,50,2050.7
IO,52,2050.67
IO,54,2050.68
IO,56,2050.63
IO,58,2050.6
IO,60,2050.57
IO,62,2050.52
IO,64,2050.53
IO,66,2050.47
IO,68,2050.45
IO,70,2050.4
IO,72,2050.37
IO,74,2050.32
IO,76,2050.3
IO,78,2050.23
IO,80,2050.22
IO,82,2050.15
IO,84,2050.13
IO,86,2050.07
IO,88,2050.02
IO,90,2049.93
IO,92,2049.9
IO,94,2049.83
IO,96,2049.8
IO,98,2049.73
IO,100,2049.67
IO,102,2049.62
IO,104,2049.55
IO,106,2049.47
IO,108,2049.42
IO,110,2049.32
IO,112,2049.27
IO,114,2049.18
IO,116,2049.1
IO,118,2049.03
IO,120,2048.97
IO,122,2048.87
IO,124,2048.77
IO,126,2048.7
IO,128,2048.6
IO,130,2048.53
IO,132,2048.43
IO,134,2048.33
IO,136,2048.25
IO,138,2048.15
IO,140,2048.05
IO,142,2047.95
IO,144,2047.88
IO,146,2047.75
IO,148,2047.65
IO,150,2047.53
IO,152,2047.45
IO,154,2047.33
IO,156,2047.25
IO,160,2047.02
IO,158,2047.13
IO,162,2046.9
IO,166,2046.67
IO,164,2046.8
IO,168,2046.57
IO,172,2046.33
IO,170,2046.45
IO,174,2046.22
IO,176,2046.1
IO,178,2045.97
IO,180,2045.85
IO,182,2045.73
IO,184,2045.6
IO,186,2045.45
IO,188,2045.33
IO,190,2045.2
IO,192,2045.07
IO,194,2044.92
IO,196,2044.78
IO,198,2044.63
